Service Name,Port Number,Transport Protocol
sun-as-iiops-ca,3808,udp
apocd,3809,udp
wlanauth,3810,udp
amp,3811,udp
neto-wol-server,3812,udp
rap-ip,3813,udp
neto-dcs,3814,udp
lansurveyorxml,3815,udp
sunlps-http,3816,udp
tapeware,3817,udp
crinis-hb,3818,udp
epl-slp,3819,udp
scp,3820,udp
pmcp,3821,udp
acp-discovery,3822,udp
acp-conduit,3823,udp
acp-policy,3824,udp
ffserver,3825,udp
warmux,3826,udp
netmpi,3827,udp
neteh,3828,udp
neteh-ext,3829,udp
cernsysmgmtagt,3830,udp
dvapps,3831,udp
xxnetserver,3832,udp
aipn-auth,3833,udp
spectardata,3834,udp
spectardb,3835,udp
markem-dcp,3836,udp
mkm-discovery,3837,udp
sos,3838,udp
amx-rms,3839,udp
flirtmitmir,3840,udp
nhci,3842,udp
quest-agent,3843,udp
rnm,3844,udp
v-one-spp,3845,udp
an-pcp,3846,udp
msfw-control,3847,udp
item,3848,udp
spw-dnspreload,3849,udp
qtms-bootstrap,3850,udp
spectraport,3851,udp
sse-app-config,3852,udp
sscan,3853,udp
stryker-com,3854,udp
opentrac,3855,udp
informer,3856,udp
trap-port,3857,udp
trap-port-mom,3858,udp
nav-port,3859,udp
sasp,3860,udp
winshadow-hd,3861,udp
giga-pocket,3862,udp
asap-udp,3863,udp
xpl,3865,udp
dzdaemon,3866,udp
dzoglserver,3867,udp
ovsam-mgmt,3869,udp
ovsam-d-agent,3870,udp
avocent-adsap,3871,udp
oem-agent,3872,udp
fagordnc,3873,udp
sixxsconfig,3874,udp
pnbscada,3875,udp
dl-agent,3876,udp
dl_agent,3876,udp
xmpcr-interface,3877,udp
fotogcad,3878,udp
appss-lm,3879,udp
igrs,3880,udp
idac,3881,udp
msdts1,3882,udp
vrpn,3883,udp
softrack-meter,3884,udp
topflow-ssl,3885,udp
nei-management,3886,udp
ciphire-data,3887,udp
ciphire-serv,3888,udp
dandv-tester,3889,udp
ndsconnect,3890,udp
rtc-pm-port,3891,udp
pcc-image-port,3892,udp
cgi-starapi,3893,udp
syam-agent,3894,udp
syam-smc,3895,udp
sdo-tls,3896,udp
sdo-ssh,3897,udp
senip,3898,udp
itv-control,3899,udp
udt-os,3900,udp
udt_os,3900,udp
nimsh,3901,udp
nimaux,3902,udp
charsetmgr,3903,udp
omnilink-port,3904,udp
mupdate,3905,udp
topovista-data,3906,udp
imoguia-port,3907,udp
hppronetman,3908,udp
surfcontrolcpa,3909,udp
prnrequest,3910,udp
prnstatus,3911,udp
gbmt-stars,3912,udp
listcrt-port,3913,udp
listcrt-port-2,3914,udp
agcat,3915,udp
wysdmc,3916,udp
aftmux,3917,udp
pktcablemmcops,3918,udp
hyperip,3919,udp
exasoftport1,3920,udp
herodotus-net,3921,udp
sor-update,3922,udp
symb-sb-port,3923,udp
mpl-gprs-port,3924,udp
zmp,3925,udp
winport,3926,udp
natdataservice,3927,udp
netboot-pxe,3928,udp
smauth-port,3929,udp
syam-webserver,3930,udp
msr-plugin-port,3931,udp
dyn-site,3932,udp
plbserve-port,3933,udp
sunfm-port,3934,udp
sdp-portmapper,3935,udp
mailprox,3936,udp
dvbservdsc,3937,udp
dbcontrol-agent,3938,udp
dbcontrol_agent,3938,udp
aamp,3939,udp
xecp-node,3940,udp
homeportal-web,3941,udp
srdp,3942,udp
tig,3943,udp
sops,3944,udp
emcads,3945,udp
backupedge,3946,udp
ccp,3947,udp
apdap,3948,udp
drip,3949,udp
namemunge,3950,udp
pwgippfax,3951,udp
i3-sessionmgr,3952,udp
xmlink-connect,3953,udp
adrep,3954,udp
p2pcommunity,3955,udp
gvcp,3956,udp
mqe-broker,3957,udp
mqe-agent,3958,udp
treehopper,3959,udp
bess,3960,udp
proaxess,3961,udp
sbi-agent,3962,udp
thrp,3963,udp
sasggprs,3964,udp
ati-ip-to-ncpe,3965,udp
bflckmgr,3966,udp
ppsms,3967,udp
ianywhere-dbns,3968,udp
landmarks,3969,udp
lanrevagent,3970,udp
lanrevserver,3971,udp
iconp,3972,udp
progistics,3973,udp
xk22,3974,udp
airshot,3975,udp
opswagent,3976,udp
opswmanager,3977,udp
secure-cfg-svr,3978,udp
smwan,3979,udp
starfish,3981,udp
eis,3982,udp
eisp,3983,udp
mapper-nodemgr,3984,udp
mapper-mapethd,3985,udp
mapper-ws-ethd,3986,udp
mapper-ws_ethd,3986,udp
centerline,3987,udp
dcs-config,3988,udp
bv-queryengine,3989,udp
bv-is,3990,udp
bv-smcsrv,3991,udp
bv-ds,3992,udp
bv-agent,3993,udp
iss-mgmt-ssl,3995,udp
abcsoftware,3996,udp
agentsease-db,3997,udp
dnx,3998,udp
nvcnet,3999,udp
terabase,4000,udp
newoak,4001,udp
pxc-spvr-ft,4002,udp
pxc-splr-ft,4003,udp
pxc-roid,4004,udp
pxc-pin,4005,udp
pxc-spvr,4006,udp
pxc-splr,4007,udp
netcheque,4008,udp
chimera-hwm,4009,udp
samsung-unidex,4010,udp
altserviceboot,4011,udp
pda-gate,4012,udp
acl-manager,4013,udp
taiclock,4014,udp
talarian-mcast1,4015,udp
talarian-mcast2,4016,udp
talarian-mcast3,4017,udp
talarian-mcast4,4018,udp
talarian-mcast5,4019,udp
trap,4020,udp
nexus-portal,4021,udp
dnox,4022,udp
esnm-zoning,4023,udp
tnp1-port,4024,udp
partimage,4025,udp
as-debug,4026,udp
bxp,4027,udp
dtserver-port,4028,udp
ip-qsig,4029,udp
jdmn-port,4030,udp
suucp,4031,udp
vrts-auth-port,4032,udp
sanavigator,4033,udp
ubxd,4034,udp
wap-push-http,4035,udp
wap-push-https,4036,udp
ravehd,4037,udp
fazzt-ptp,4038,udp
fazzt-admin,4039,udp
yo-main,4040,udp
houston,4041,udp
ldxp,4042,udp
nirp,4043,udp
ltp,4044,udp
npp,4045,udp
acp-proto,4046,udp
ctp-state,4047,udp
wafs,4049,udp
cisco-wafs,4050,udp
cppdp,4051,udp
interact,4052,udp
ccu-comm-1,4053,udp
ccu-comm-2,4054,udp
ccu-comm-3,4055,udp
lms,4056,udp
wfm,4057,udp
kingfisher,4058,udp
dlms-cosem,4059,udp
dsmeter-iatc,4060,udp
dsmeter_iatc,4060,udp
ice-location,4061,udp
ice-slocation,4062,udp
ice-router,4063,udp
ice-srouter,4064,udp
avanti-cdp,4065,udp
avanti_cdp,4065,udp
pmas,4066,udp
idp,4067,udp
ipfltbcst,4068,udp
minger,4069,udp
tripe,4070,udp
aibkup,4071,udp
zieto-sock,4072,udp
iRAPP,4073,udp
cequint-cityid,4074,udp
perimlan,4075,udp
seraph,4076,udp
ascomalarm,4077,udp
santools,4079,udp
lorica-in,4080,udp
lorica-in-sec,4081,udp
lorica-out,4082,udp
lorica-out-sec,4083,udp
fortisphere-vm,4084,udp
ftsync,4086,udp
opencore,4089,udp
omasgport,4090,udp
ewinstaller,4091,udp
ewdgs,4092,udp
pvxpluscs,4093,udp
sysrqd,4094,udp
xtgui,4095,udp
bre,4096,udp
patrolview,4097,udp
drmsfsd,4098,udp
dpcp,4099,udp
igo-incognito,4100,udp
brlp-0,4101,udp
brlp-1,4102,udp
brlp-2,4103,udp
brlp-3,4104,udp
shofar,4105,udp
synchronite,4106,udp
j-ac,4107,udp
accel,4108,udp
izm,4109,udp
g2tag,4110,udp
xgrid,4111,udp
apple-vpns-rp,4112,udp
aipn-reg,4113,udp
jomamqmonitor,4114,udp
cds,4115,udp
smartcard-tls,4116,udp
hillrserv,4117,udp
netscript,4118,udp
assuria-slm,4119,udp
e-builder,4121,udp
fprams,4122,udp
z-wave,4123,udp
tigv2,4124,udp
opsview-envoy,4125,udp
ddrepl,4126,udp
unikeypro,4127,udp
nufw,4128,udp
nuauth,4129,udp
fronet,4130,udp
stars,4131,udp
nuts-dem,4132,udp
nuts_dem,4132,udp
nuts-bootp,4133,udp
nuts_bootp,4133,udp
nifty-hmi,4134,udp
cl-db-attach,4135,udp
cl-db-request,4136,udp
cl-db-remote,4137,udp
nettest,4138,udp
thrtx,4139,udp
cedros-fds,4140,udp
cedros_fds,4140,udp
oirtgsvc,4141,udp
oidocsvc,4142,udp
oidsr,4143,udp
vvr-control,4145,udp
tgcconnect,4146,udp
vrxpservman,4147,udp
hhb-handheld,4148,udp
agslb,4149,udp
PowerAlert-nsa,4150,udp
menandmice-noh,4151,udp
menandmice_noh,4151,udp
idig-mux,4152,udp
idig_mux,4152,udp
mbl-battd,4153,udp
atlinks,4154,udp
bzr,4155,udp
stat-results,4156,udp
stat-scanner,4157,udp
stat-cc,4158,udp
nss,4159,udp
jini-discovery,4160,udp
omscontact,4161,udp
omstopology,4162,udp
silverpeakpeer,4163,udp
silverpeakcomm,4164,udp
altcp,4165,udp
joost,4166,udp
ddgn,4167,udp
pslicser,4168,udp
iadt-disc,4169,udp
pcoip,4172,udp
mma-discovery,4173,udp
sm-disc,4174,udp
wello,4177,udp
storman,4178,udp
MaxumSP,4179,udp
httpx,4180,udp
macbak,4181,udp
pcptcpservice,4182,udp
cyborgnet,4183,udp
universe-suite,4184,udp
universe_suite,4184,udp
wcpp,4185,udp
vatata,4188,udp
dsmipv6,4191,udp
azeti-bd,4192,udp
aws-wsp,4195,udp
hctl,4197,udp
eims-admin,4199,udp
corelccam,4300,udp
d-data,4301,udp
d-data-control,4302,udp
srcp,4303,udp
owserver,4304,udp
batman,4305,udp
pinghgl,4306,udp
trueconf,4307,udp
compx-lockview,4308,udp
dserver,4309,udp
mirrtex,4310,udp
fox-skytale,4319,udp
fdt-rcatp,4320,udp
rwhois,4321,udp
trim-event,4322,udp
trim-ice,4323,udp
geognosisman,4325,udp
geognosis,4326,udp
jaxer-web,4327,udp
jaxer-manager,4328,udp
ahsp,4333,udp
gaia,4340,udp
lisp-data,4341,udp
lisp-control,4342,udp
unicall,4343,udp
vinainstall,4344,udp
m4-network-as,4345,udp
elanlm,4346,udp
lansurveyor,4347,udp
itose,4348,udp
fsportmap,4349,udp
net-device,4350,udp
plcy-net-svcs,4351,udp
pjlink,4352,udp
f5-iquery,4353,udp
qsnet-trans,4354,udp
qsnet-workst,4355,udp
qsnet-assist,4356,udp
qsnet-cond,4357,udp
qsnet-nucl,4358,udp
omabcastltkm,4359,udp
nacnl,4361,udp
afore-vdp-disc,4362,udp
shadowstream,4366,udp
wxbrief,4368,udp
epmd,4369,udp
elpro-tunnel,4370,udp
elpro_tunnel,4370,udp
l2c-disc,4371,udp
l2c-data,4372,udp
remctl,4373,udp
tolteces,4375,udp
bip,4376,udp
cp-spxsvr,4377,udp
cp-spxdpy,4378,udp
ctdb,4379,udp
xandros-cms,4389,udp
wiegand,4390,udp
apwi-disc,4394,udp
omnivisionesx,4395,udp
ds-srv,4400,udp
ds-srvr,4401,udp
ds-clnt,4402,udp
ds-user,4403,udp
ds-admin,4404,udp
ds-mail,4405,udp
ds-slp,4406,udp
smallchat,4412,udp
avi-nms-disc,4413,udp
pjj-player-disc,4416,udp
axysbridge,4418,udp
nvme,4420,udp
netrockey6,4425,udp
beacon-port-2,4426,udp
rsqlserver,4430,udp
l-acoustics,4432,udp
netblox,4441,udp
saris,4442,udp
pharos,4443,udp
krb524,4444,udp
nv-video,4444,udp
upnotifyp,4445,udp
n1-fwp,4446,udp
n1-rmgmt,4447,udp
asc-slmd,4448,udp
privatewire,4449,udp
camp,4450,udp
ctisystemmsg,4451,udp
ctiprogramload,4452,udp
nssalertmgr,4453,udp
nssagentmgr,4454,udp
prchat-user,4455,udp
prchat-server,4456,udp
prRegister,4457,udp
mcp,4458,udp
hpssmgmt,4484,udp
icms,4486,udp
awacs-ice,4488,udp
ipsec-nat-t,4500,udp
armagetronad,4534,udp
ehs,4535,udp
ehs-ssl,4536,udp
wssauthsvc,4537,udp
swx-gate,4538,udp
worldscores,4545,udp
sf-lm,4546,udp
lanner-lm,4547,udp
synchromesh,4548,udp
aegate,4549,udp
gds-adppiw-db,4550,udp
ieee-mih,4551,udp
menandmice-mon,4552,udp
msfrs,4554,udp
rsip,4555,udp
dtn-bundle,4556,udp
mtcevrunqss,4557,udp
mtcevrunqman,4558,udp
hylafax,4559,udp
kwtc,4566,udp
tram,4567,udp
bmc-reporting,4568,udp
iax,4569,udp
l3t-at-an,4591,udp
hrpd-ith-at-an,4592,udp
ipt-anri-anri,4593,udp
ias-session,4594,udp
ias-paging,4595,udp
ias-neighbor,4596,udp
a21-an-1xbs,4597,udp
a16-an-an,4598,udp
a17-an-an,4599,udp
piranha1,4600,udp
piranha2,4601,udp
ventoso,4621,udp
dots-signal,4646,udp
playsta2-app,4658,udp
playsta2-lob,4659,udp
smaclmgr,4660,udp
kar2ouche,4661,udp
oms,4662,udp
noteit,4663,udp
ems,4664,udp
contclientms,4665,udp
eportcomm,4666,udp
mmacomm,4667,udp
mmaeds,4668,udp
eportcommdata,4669,udp
light,4670,udp
acter,4671,udp
rfa,4672,udp
cxws,4673,udp
appiq-mgmt,4674,udp
dhct-status,4675,udp
dhct-alerts,4676,udp
bcs,4677,udp
traversal,4678,udp
mgesupervision,4679,udp
mgemanagement,4680,udp
parliant,4681,udp
finisar,4682,udp
spike,4683,udp
rfid-rp1,4684,udp
autopac,4685,udp
msp-os,4686,udp
nst,4687,udp
mobile-p2p,4688,udp
altovacentral,4689,udp
prelude,4690,udp
mtn,4691,udp
conspiracy,4692,udp
netxms-agent,4700,udp
netxms-mgmt,4701,udp
netxms-sync,4702,udp
trinity-dist,4711,udp
truckstar,4725,udp
a26-fap-fgw,4726,udp
fcis-disc,4727,udp
capmux,4728,udp
gsmtap,4729,udp
gearman,4730,udp
ohmtrigger,4732,udp
ipdr-sp,4737,udp
solera-lpn,4738,udp
ipfix,4739,udp
ipfixs,4740,udp
lumimgrd,4741,udp
sicct-sdp,4742,udp
openhpid,4743,udp
ifsp,4744,udp
fmp,4745,udp
intelliadm-disc,4746,udp
buschtrommel,4747,udp
profilemac,4749,udp
ssad,4750,udp
spocp,4751,udp
snap,4752,udp
simon-disc,4753,udp
gre-in-udp,4754,udp
gre-udp-dtls,4755,udp
bfd-multi-ctl,4784,udp
cncp,4785,udp
vxlan,4789,udp
vxlan-gpe,4790,udp
roce,4791,udp
unified-bus,4792,udp
iims,4800,udp
iwec,4801,udp
ilss,4802,udp
notateit-disc,4803,udp
aja-ntv4-disc,4804,udp
htcp,4827,udp
varadero-0,4837,udp
varadero-1,4838,udp
varadero-2,4839,udp
opcua-udp,4840,udp
quosa,4841,udp
gw-asv,4842,udp
opcua-tls,4843,udp
gw-log,4844,udp
wcr-remlib,4845,udp
contamac-icm,4846,udp
contamac_icm,4846,udp
wfc,4847,udp
appserv-http,4848,udp
appserv-https,4849,udp
sun-as-nodeagt,4850,udp
derby-repli,4851,udp
unify-debug,4867,udp
phrelay,4868,udp
phrelaydbg,4869,udp
cc-tracking,4870,udp
wired,4871,udp
tritium-can,4876,udp
lmcs,4877,udp
inst-discovery,4878,udp
socp-t,4881,udp
socp-c,4882,udp
hivestor,4884,udp
abbs,4885,udp
lyskom,4894,udp
radmin-port,4899,udp
hfcs,4900,udp
bones,4914,udp
an-signaling,4936,udp
atsc-mh-ssc,4937,udp
eq-office-4940,4940,udp
eq-office-4941,4941,udp
eq-office-4942,4942,udp
munin,4949,udp
sybasesrvmon,4950,udp
pwgwims,4951,udp
sagxtsds,4952,udp
ccss-qmm,4969,udp
ccss-qsm,4970,udp
ctxs-vpp,4980,udp
mrip,4986,udp
smar-se-port1,4987,udp
smar-se-port2,4988,udp
parallel,4989,udp
busycal,4990,udp
vrt,4991,udp
hfcs-manager,4999,udp
commplex-main,5000,udp
commplex-link,5001,udp
rfe,5002,udp
fmpro-internal,5003,udp
avt-profile-1,5004,udp
avt-profile-2,5005,udp
wsm-server,5006,udp
wsm-server-ssl,5007,udp
synapsis-edge,5008,udp
winfs,5009,udp
telelpathstart,5010,udp
telelpathattack,5011,udp
nsp,5012,udp
fmpro-v6,5013,udp
onpsocket,5014,udp
zenginkyo-1,5020,udp
zenginkyo-2,5021,udp
mice,5022,udp
htuilsrv,5023,udp
scpi-telnet,5024,udp
scpi-raw,5025,udp
strexec-d,5026,udp
strexec-s,5027,udp
infobright,5029,udp
dmp,5031,udp
asnaacceler8db,5042,udp
swxadmin,5043,udp
lxi-evntsvc,5044,udp
vpm-udp,5046,udp
iscape,5047,udp
ivocalize,5049,udp
mmcc,5050,udp
ita-agent,5051,udp
ita-manager,5052,udp
rlm-disc,5053,udp
unot,5055,udp
intecom-ps1,5056,udp
intecom-ps2,5057,udp
locus-disc,5058,udp
sds,5059,udp
sip,5060,udp
sips,5061,udp
na-localise,5062,udp
ca-1,5064,udp
ca-2,5065,udp
stanag-5066,5066,udp
authentx,5067,udp
i-net-2000-npr,5069,udp
vtsas,5070,udp
powerschool,5071,udp
ayiya,5072,udp
tag-pm,5073,udp
alesquery,5074,udp
pixelpusher,5078,udp
cp-spxrpts,5079,udp
onscreen,5080,udp
sdl-ets,5081,udp
qcp,5082,udp
qfp,5083,udp
llrp,5084,udp
encrypted-llrp,5085,udp
magpie,5092,udp
sentinel-lm,5093,udp
hart-ip,5094,udp
sentlm-srv2srv,5099,udp
socalia,5100,udp
talarian-udp,5101,udp
oms-nonsecure,5102,udp
tinymessage,5104,udp
hughes-ap,5105,udp
taep-as-svc,5111,udp
pm-cmdsvr,5112,udp
emb-proj-cmd,5116,udp
barracuda-bbs,5120,udp
nbt-pc,5133,udp
minotaur-sa,5136,udp
ctsd,5137,udp
rmonitor-secure,5145,udp
rmonitor_secure,5145,udp
atmp,5150,udp
esri-sde,5151,udp
esri_sde,5151,udp
sde-discovery,5152,udp
bzflag,5154,udp
asctrl-agent,5155,udp
vpa-disc,5164,udp
ife-icorp,5165,udp
ife_icorp,5165,udp
winpcs,5166,udp
scte104,5167,udp
scte30,5168,udp
aol,5190,udp
aol-1,5191,udp
aol-2,5192,udp
aol-3,5193,udp
targus-getdata,5200,udp
targus-getdata1,5201,udp
targus-getdata2,5202,udp
targus-getdata3,5203,udp
hpvirtgrp,5223,udp
hpvirtctrl,5224,udp
hp-server,5225,udp
hp-status,5226,udp
perfd,5227,udp
eenet,5234,udp
galaxy-network,5235,udp
padl2sim,5236,udp
mnet-discovery,5237,udp
downtools-disc,5245,udp
capwap-control,5246,udp
capwap-data,5247,udp
caacws,5248,udp
caaclang2,5249,udp
soagateway,5250,udp
caevms,5251,udp
movaz-ssc,5252,udp
3com-njack-1,5264,udp
3com-njack-2,5265,udp
cartographerxmp,5270,udp
cuelink-disc,5271,udp
pk,5272,udp
transmit-port,5282,udp
presence,5298,udp
nlg-data,5299,udp
hacl-hb,5300,udp
hacl-gs,5301,udp
hacl-cfg,5302,udp
hacl-probe,5303,udp
hacl-local,5304,udp
hacl-test,5305,udp
sun-mc-grp,5306,udp
sco-aip,5307,udp
cfengine,5308,udp
jprinter,5309,udp
outlaws,5310,udp
permabit-cs,5312,udp
rrdp,5313,udp
opalis-rbt-ipc,5314,udp
hacl-poll,5315,udp
kfserver,5343,udp
xkotodrcp,5344,udp
stuns,5349,udp
turns,5349,udp
stun-behaviors,5349,udp
pcp-multicast,5350,udp
pcp,5351,udp
dns-llq,5352,udp
mdns,5353,udp
mdnsresponder,5354,udp
llmnr,5355,udp
ms-smlbiz,5356,udp
wsdapi,5357,udp
wsdapi-s,5358,udp
ms-alerter,5359,udp
ms-sideshow,5360,udp
ms-s-sideshow,5361,udp
serverwsd2,5362,udp
net-projection,5363,udp
kdnet,5364,udp
stresstester,5397,udp
elektron-admin,5398,udp
securitychase,5399,udp
excerpt,5400,udp
excerpts,5401,udp
mftp,5402,udp
hpoms-ci-lstn,5403,udp
hpoms-dps-lstn,5404,udp
netsupport,5405,udp
systemics-sox,5406,udp
foresyte-clear,5407,udp
foresyte-sec,5408,udp
salient-dtasrv,5409,udp
salient-usrmgr,5410,udp
actnet,5411,udp
continuus,5412,udp
wwiotalk,5413,udp
statusd,5414,udp
ns-server,5415,udp
sns-gateway,5416,udp
sns-agent,5417,udp
mcntp,5418,udp
dj-ice,5419,udp
cylink-c,5420,udp
netsupport2,5421,udp
salient-mux,5422,udp
virtualuser,5423,udp
beyond-remote,5424,udp
br-channel,5425,udp
devbasic,5426,udp
sco-peer-tta,5427,udp
telaconsole,5428,udp
base,5429,udp
radec-corp,5430,udp
park-agent,5431,udp
postgresql,5432,udp
pyrrho,5433,udp
sgi-arrayd,5434,udp
sceanics,5435,udp
pmip6-cntl,5436,udp
pmip6-data,5437,udp
spss,5443,udp
tiepie-disc,5450,udp
surebox,5453,udp
apc-5454,5454,udp
apc-5455,5455,udp
apc-5456,5456,udp
silkmeter,5461,udp
ttl-publisher,5462,udp
ttlpriceproxy,5463,udp
quailnet,5464,udp
netops-broker,5465,udp
apsolab-rpc,5474,udp
fcp-addr-srvr1,5500,udp
fcp-addr-srvr2,5501,udp
fcp-srvr-inst1,5502,udp
fcp-srvr-inst2,5503,udp
fcp-cics-gw1,5504,udp
checkoutdb,5505,udp
amc,5506,udp
matter,5540,udp
sgi-eventmond,5553,udp
sgi-esphttp,5554,udp
personal-agent,5555,udp
freeciv,5556,udp
dof-dps-mc-sec,5567,udp
sdt,5568,udp
rdmnet-device,5569,udp
sdmmp,5573,udp
tmosms0,5580,udp
tmosms1,5581,udp
fac-restore,5582,udp
tmo-icon-sync,5583,udp
bis-web,5584,udp
bis-sync,5585,udp
ininmessaging,5597,udp
mctfeed,5598,udp
esinstall,5599,udp
esmmanager,5600,udp
esmagent,5601,udp
a1-msc,5602,udp
a1-bs,5603,udp
a3-sdunode,5604,udp
a4-sdunode,5605,udp
ninaf,5627,udp
htrust,5628,udp
symantec-sfdb,5629,udp
precise-comm,5630,udp
pcanywheredata,5631,udp
pcanywherestat,5632,udp
beorl,5633,udp
xprtld,5634,udp
zre-disc,5670,udp
amqps,5671,udp
amqp,5672,udp
jms,5673,udp
hyperscsi-port,5674,udp
v5ua,5675,udp
raadmin,5676,udp
questdb2-lnchr,5677,udp
rrac,5678,udp
dccm,5679,udp
auriga-router,5680,udp
ncxcp,5681,udp
brightcore,5682,udp
coap,5683,udp
coaps,5684,udp
gog-multiplayer,5687,udp
ggz,5688,udp
qmvideo,5689,udp
proshareaudio,5713,udp
prosharevideo,5714,udp
prosharedata,5715,udp
prosharerequest,5716,udp
prosharenotify,5717,udp
dpm,5718,udp
dpm-agent,5719,udp
ms-licensing,5720,udp
dtpt,5721,udp
msdfsr,5722,udp
omhs,5723,udp
omsdk,5724,udp
io-dist-group,5728,udp
openmail,5729,udp
unieng,5730,udp
ida-discover1,5741,udp
ida-discover2,5742,udp
watchdoc-pod,5743,udp
watchdoc,5744,udp
fcopy-server,5745,udp
fcopys-server,5746,udp
tunatic,5747,udp
tunalyzer,5748,udp
rscd,5750,udp
openmailg,5755,udp
x500ms,5757,udp
openmailns,5766,udp
s-openmail,5767,udp
openmailpxy,5768,udp
spramsca,5769,udp
spramsd,5770,udp
netagent,5771,udp
starfield-io,5777,udp
3par-evts,5781,udp
3par-mgmt,5782,udp
3par-mgmt-ssl,5783,udp
ibar,5784,udp
3par-rcopy,5785,udp
cisco-redu,5786,udp
waascluster,5787,udp
xtreamx,5793,udp
spdp,5794,udp
icmpd,5813,udp
spt-automation,5814,udp
wherehoo,5859,udp
ppsuitemsg,5863,udp
rfb,5900,udp
ff-ice,5903,udp
ag-swim,5904,udp
asmgcs,5905,udp
rpas-c2,5906,udp
dsd,5907,udp
ipsma,5908,udp
agma,5909,udp
ats-atn,5910,udp
ats-acars,5911,udp
ais-met,5912,udp
aoc-acars,5913,udp
ipsdtls,5914,udp
indy,5963,udp
mppolicy-v5,5968,udp
mppolicy-mgr,5969,udp
couchdb,5984,udp
wsman,5985,udp
wsmans,5986,udp
wbem-rmi,5987,udp
wbem-http,5988,udp
wbem-https,5989,udp
wbem-exp-https,5990,udp
nuxsl,5991,udp
consul-insight,5992,udp
cvsup,5999,udp
x11,6000,udp
x11,6001,udp
x11,6002,udp
x11,6003,udp
x11,6004,udp
x11,6005,udp
x11,6006,udp
x11,6007,udp
x11,6008,udp
x11,6009,udp
x11,6010,udp
x11,6011,udp
x11,6012,udp
x11,6013,udp
x11,6014,udp
x11,6015,udp
x11,6016,udp
x11,6017,udp
x11,6018,udp
x11,6019,udp
x11,6020,udp
x11,6021,udp
x11,6022,udp
x11,6023,udp
x11,6024,udp
x11,6025,udp
x11,6026,udp
x11,6027,udp
x11,6028,udp
x11,6029,udp
x11,6030,udp
x11,6031,udp
x11,6032,udp
x11,6033,udp
x11,6034,udp
x11,6035,udp
x11,6036,udp
x11,6037,udp
x11,6038,udp
x11,6039,udp
x11,6040,udp
x11,6041,udp
x11,6042,udp
x11,6043,udp
x11,6044,udp
x11,6045,udp
x11,6046,udp
x11,6047,udp
x11,6048,udp
x11,6049,udp
x11,6050,udp
x11,6051,udp
x11,6052,udp
x11,6053,udp
x11,6054,udp
x11,6055,udp
x11,6056,udp
x11,6057,udp
x11,6058,udp
x11,6059,udp
x11,6060,udp
x11,6061,udp
x11,6062,udp
x11,6063,udp
ndl-ahp-svc,6064,udp
winpharaoh,6065,udp
ewctsp,6066,udp
trip,6069,udp
messageasap,6070,udp
ssdtp,6071,udp
diagnose-proc,6072,udp
directplay8,6073,udp
max,6074,udp
gue,6080,udp
geneve,6081,udp
p25cai,6082,udp
miami-bcast,6083,udp
konspire2b,6085,udp
pdtp,6086,udp
ldss,6087,udp
doglms-notify,6088,udp
synchronet-db,6100,udp
synchronet-rtc,6101,udp
synchronet-upd,6102,udp
rets,6103,udp
dbdb,6104,udp
primaserver,6105,udp
mpsserver,6106,udp
etc-control,6107,udp
sercomm-scadmin,6108,udp
globecast-id,6109,udp
softcm,6110,udp
spc,6111,udp
dtspcd,6112,udp
tipc,6118,udp
bex-webadmin,6122,udp
backup-express,6123,udp
pnbs,6124,udp
nbt-wol,6133,udp
pulsonixnls,6140,udp
meta-corp,6141,udp
aspentec-lm,6142,udp
watershed-lm,6143,udp
statsci1-lm,6144,udp
statsci2-lm,6145,udp
lonewolf-lm,6146,udp
montage-lm,6147,udp
ricardo-lm,6148,udp
tal-pod,6149,udp
ecmp-data,6160,udp
patrol-ism,6161,udp
patrol-coll,6162,udp
pscribe,6163,udp
lm-x,6200,udp
thermo-calc,6201,udp
qmtps,6209,udp
radmind,6222,udp
jeol-nsddp-1,6241,udp
jeol-nsddp-2,6242,udp
jeol-nsddp-3,6243,udp
jeol-nsddp-4,6244,udp
tl1-raw-ssl,6251,udp
tl1-ssh,6252,udp
crip,6253,udp
grid,6268,udp
grid-alt,6269,udp
bmc-grx,6300,udp
bmc-ctd-ldap,6301,udp
bmc_ctd_ldap,6301,udp
ufmp,6306,udp
scup-disc,6315,udp
abb-escp,6316,udp
nav-data,6317,udp
repsvc,6320,udp
emp-server1,6321,udp
emp-server2,6322,udp
hrd-ns-disc,6324,udp
sflow,6343,udp
gnutella-svc,6346,udp
gnutella-rtr,6347,udp
adap,6350,udp
pmcs,6355,udp
metaedit-mu,6360,udp
ndn,6363,udp
metaedit-se,6370,udp
metatude-mds,6382,udp
clariion-evr01,6389,udp
metaedit-ws,6390,udp
faxcomservice,6417,udp
svdrp-disc,6419,udp
nim-vdrshell,6420,udp
nim-wan,6421,udp
sun-sr-https,6443,udp
sge-qmaster,6444,udp
sge_qmaster,6444,udp
sge-execd,6445,udp
sge_execd,6445,udp
mysql-proxy,6446,udp
skip-cert-recv,6455,udp
skip-cert-send,6456,udp
ieee11073-20701,6464,udp
lvision-lm,6471,udp
sun-sr-http,6480,udp
servicetags,6481,udp
ldoms-mgmt,6482,udp
SunVTS-RMI,6483,udp
sun-sr-jms,6484,udp
sun-sr-iiop,6485,udp
sun-sr-iiops,6486,udp
sun-sr-iiop-aut,6487,udp
sun-sr-jmx,6488,udp
